OrderID,Date,Product,Region,Sales,Profit
3960,06/07/2023,Tablet,West,1550,158
3961,05/17/2023,Laptop,North,1135,119
3962,09/05/2023,Tablet,West,1634,502
3963,04/24/2023,Monitor,South,349,42
3964,03/05/2023,Keyboard,South,1082,354
3965,11/21/2023,Printer,South,90,20
3966,09/15/2023,Mouse,West,1878,456
3967,11/22/2023,Printer,East,1306,517
3968,11/15/2023,Printer,Central,1760,418
3969,04/22/2023,Smartphone,North,67,14
3970,04/21/2023,Tablet,East,1259,480
3971,04/18/2023,Laptop,South,113,11
3972,08/23/2023,Smartphone,North,90,32
3973,07/16/2023,Laptop,South,585,156
3974,10/05/2023,Smartphone,North,572,190
3975,06/19/2023,Monitor,North,1795,640
3976,06/13/2023,Monitor,North,533,112
3977,04/13/2023,Keyboard,South,1818,237
3978,02/17/2023,Tablet,East,1933,307
3979,04/17/2023,Tablet,North,330,102
3980,07/31/2023,Smartphone,East,724,194
3981,10/30/2023,Smartphone,Central,130,20
3982,12/10/2023,Tablet,West,1722,432
3983,10/04/2023,Monitor,Central,535,97
3984,11/25/2023,Smartphone,North,674,138
3985,02/10/2023,Laptop,East,1104,161
3986,09/05/2023,Keyboard,Central,701,231
3987,03/16/2023,Smartphone,North,80,10
3988,11/09/2023,Keyboard,North,1403,273
3989,01/30/2023,Printer,North,986,158
3990,04/18/2023,Laptop,West,1680,183
3991,02/05/2023,Tablet,East,1972,377
3992,05/09/2023,Laptop,North,1335,498
3993,05/27/2023,Laptop,East,1284,439
3994,09/05/2023,Tablet,East,374,130
3995,04/12/2023,Keyboard,East,1060,393
3996,07/22/2023,Mouse,Central,1255,299
3997,03/23/2023,Tablet,South,843,148
3998,05/24/2023,Keyboard,West,221,82
3999,07/14/2023,Laptop,South,960,203
4000,10/29/2023,Laptop,East,1030,190
4001,05/03/2023,Monitor,West,1646,439
4002,04/21/2023,Printer,East,1517,389
4003,02/09/2023,Keyboard,West,1268,181
4004,05/20/2023,Laptop,South,115,43
4005,11/06/2023,Keyboard,Central,1615,554
4006,10/26/2023,Smartphone,North,1819,726
4007,12/06/2023,Laptop,North,1938,516
4008,10/31/2023,Laptop,East,270,44
4009,11/20/2023,Mouse,East,1098,304
4010,02/26/2023,Monitor,West,187,28
4011,06/03/2023,Tablet,North,301,65
4012,05/12/2023,Tablet,West,220,28
4013,04/14/2023,Mouse,South,229,50
4014,04/26/2023,Mouse,East,1915,518
4015,08/26/2023,Smartphone,South,248,84
4016,02/07/2023,Tablet,North,1015,292
4017,10/18/2023,Smartphone,South,1857,200
4018,08/16/2023,Monitor,South,1488,469
4019,02/13/2023,Tablet,East,1292,405
4020,10/10/2023,Printer,South,838,288
4021,03/31/2023,Printer,Central,627,97
4022,01/22/2023,Monitor,North,1580,422
4023,02/12/2023,Keyboard,North,681,170
4024,01/16/2023,Mouse,Central,1615,633
4025,09/26/2023,Smartphone,Central,660,161
4026,12/13/2023,Keyboard,Central,1790,424
4027,03/03/2023,Monitor,South,972,167
4028,05/24/2023,Printer,East,1149,211
4029,03/20/2023,Monitor,North,1053,309
4030,08/25/2023,Monitor,East,1035,212
4031,06/21/2023,Keyboard,South,1158,127
4032,04/14/2023,Monitor,North,304,31
4033,10/21/2023,Laptop,North,1590,535
4034,04/06/2023,Monitor,East,112,41
4035,01/02/2023,Tablet,South,1986,331
4036,01/23/2023,Tablet,North,1083,286
4037,05/20/2023,Monitor,North,314,72
4038,06/04/2023,Keyboard,Central,1474,198
4039,05/16/2023,Tablet,North,131,22
4040,09/09/2023,Keyboard,South,474,129
4041,09/04/2023,Mouse,Central,1046,398
4042,12/09/2023,Keyboard,South,808,155
4043,05/08/2023,Printer,South,1820,521
4044,12/05/2023,Tablet,West,276,55
4045,08/06/2023,Monitor,Central,1979,478
4046,06/20/2023,Monitor,North,900,350
4047,05/04/2023,Tablet,East,1329,253
4048,05/29/2023,Monitor,West,354,99
4049,11/24/2023,Keyboard,West,1194,124
4050,03/05/2023,Smartphone,South,670,126
4051,02/25/2023,Printer,East,751,182
4052,08/03/2023,Laptop,South,1236,286
4053,12/08/2023,Tablet,Central,794,156
4054,07/02/2023,Monitor,East,134,26
4055,04/10/2023,Monitor,West,1698,612
4056,02/17/2023,Printer,East,1013,319
4057,01/19/2023,Printer,Central,1047,135
4058,05/10/2023,Laptop,South,721,288
4059,08/01/2023,Printer,South,1897,730
4060,11/16/2023,Laptop,North,803,115
4061,05/01/2023,Tablet,North,1858,532
4062,06/09/2023,Monitor,West,1999,752
4063,05/29/2023,Mouse,East,804,197
4064,01/27/2023,Smartphone,Central,793,178
4065,03/01/2023,Monitor,North,379,51
4066,09/15/2023,Smartphone,South,1141,372
4067,03/22/2023,Mouse,East,802,256
4068,05/11/2023,Monitor,Central,1159,456
4069,04/20/2023,Laptop,East,1116,172
4070,12/22/2023,Tablet,North,1425,410
4071,08/19/2023,Monitor,West,1506,546
4072,06/13/2023,Monitor,West,1784,230
4073,12/12/2023,Laptop,East,1364,169
4074,02/05/2023,Laptop,West,1206,332
4075,10/26/2023,Tablet,Central,512,110
4076,01/20/2023,Tablet,West,786,201
4077,08/13/2023,Tablet,North,1126,312
4078,03/03/2023,Laptop,South,1909,303
4079,01/08/2023,Monitor,East,1553,285
4080,01/24/2023,Mouse,East,71,11
4081,12/27/2023,Keyboard,East,418,65
4082,11/10/2023,Laptop,East,1258,378
4083,12/19/2023,Laptop,North,1234,376
4084,10/06/2023,Laptop,West,1160,314
4085,08/19/2023,Tablet,East,489,93
4086,11/21/2023,Tablet,North,1753,403
4087,11/04/2023,Keyboard,East,356,87
4088,06/15/2023,Tablet,Central,1304,491
4089,03/02/2023,Monitor,North,362,98
4090,09/05/2023,Smartphone,West,1463,290
4091,04/28/2023,Smartphone,Central,1284,422
4092,09/13/2023,Tablet,West,533,201
4093,05/15/2023,Keyboard,North,340,109
4094,08/08/2023,Laptop,South,1902,261
4095,09/05/2023,Keyboard,South,748,80
4096,06/13/2023,Tablet,South,569,89
4097,05/20/2023,Mouse,West,1360,267
4098,10/12/2023,Keyboard,East,175,60
4099,09/16/2023,Printer,Central,918,275
4100,09/23/2023,Smartphone,East,425,71
4101,07/16/2023,Tablet,North,480,180
4102,11/07/2023,Mouse,Central,216,26
4103,06/26/2023,Smartphone,South,395,79
4104,11/13/2023,Mouse,North,1013,341
4105,03/05/2023,Laptop,West,199,66
4106,10/16/2023,Keyboard,Central,1290,188
4107,09/18/2023,Monitor,East,565,199
4108,12/01/2023,Laptop,Central,728,172
4109,02/28/2023,Printer,East,222,38
4110,07/24/2023,Keyboard,West,1062,341
4111,04/30/2023,Mouse,East,119,32
4112,09/06/2023,Smartphone,East,931,207
4113,01/21/2023,Smartphone,West,1455,469
4114,09/20/2023,Keyboard,West,1569,238
4115,05/22/2023,Mouse,East,1516,166
4116,09/16/2023,Keyboard,East,159,62
4117,09/09/2023,Smartphone,East,387,101
4118,08/16/2023,Printer,North,1300,175
4119,07/18/2023,Laptop,West,1864,206
4120,05/19/2023,Keyboard,South,970,313
4121,07/23/2023,Laptop,South,100,30
4122,04/16/2023,Printer,North,1811,684
4123,05/22/2023,Monitor,Central,1149,405
4124,02/23/2023,Keyboard,West,690,246
4125,07/27/2023,Laptop,West,1217,466
4126,01/28/2023,Keyboard,Central,413,160
4127,12/14/2023,Monitor,North,1859,471
4128,12/15/2023,Tablet,Central,778,209
4129,04/23/2023,Mouse,North,1598,613
4130,12/21/2023,Keyboard,South,851,263
4131,04/20/2023,Laptop,North,1646,651
4132,11/20/2023,Keyboard,South,991,331
4133,08/30/2023,Mouse,South,1824,462
4134,04/25/2023,Mouse,Central,58,12
4135,09/20/2023,Keyboard,West,379,130
4136,07/05/2023,Keyboard,North,1245,497
4137,06/03/2023,Printer,West,1945,252
4138,12/22/2023,Tablet,Central,1713,338
4139,03/28/2023,Mouse,Central,204,73
4140,04/03/2023,Monitor,South,1360,350
4141,04/24/2023,Printer,West,313,88
4142,07/21/2023,Smartphone,South,276,82
4143,08/18/2023,Keyboard,North,428,66
4144,08/28/2023,Monitor,North,356,72
4145,03/02/2023,Tablet,East,1441,545
4146,05/12/2023,Monitor,North,172,48
4147,03/02/2023,Printer,South,1987,281
4148,12/07/2023,Smartphone,South,440,62
4149,02/26/2023,Printer,South,557,88
4150,12/16/2023,Mouse,Central,1675,263
4151,05/18/2023,Laptop,East,1983,347
4152,05/05/2023,Keyboard,North,1076,140
4153,07/01/2023,Monitor,North,107,31
4154,03/18/2023,Smartphone,West,509,180
4155,11/08/2023,Keyboard,East,657,79
4156,07/25/2023,Mouse,South,53,12
4157,03/23/2023,Mouse,South,602,224
4158,07/11/2023,Tablet,South,1491,333
4159,08/01/2023,Monitor,Central,1169,274
4160,06/07/2023,Printer,West,1537,334
4161,09/26/2023,Printer,West,1030,170
4162,07/31/2023,Smartphone,North,976,315
4163,03/07/2023,Mouse,Central,1275,309
4164,06/25/2023,Printer,South,719,224
4165,05/18/2023,Smartphone,South,322,58
4166,11/05/2023,Keyboard,East,611,242
4167,09/25/2023,Smartphone,South,840,93
4168,01/14/2023,Keyboard,North,1104,415
4169,09/11/2023,Smartphone,West,813,283
4170,03/19/2023,Tablet,North,742,122
4171,02/02/2023,Smartphone,North,428,141
4172,05/26/2023,Monitor,South,1058,133
4173,11/09/2023,Printer,East,1641,267
4174,06/27/2023,Keyboard,North,925,156
4175,01/11/2023,Laptop,West,94,23
4176,12/15/2023,Tablet,West,332,67
4177,04/22/2023,Printer,North,1627,259
4178,12/03/2023,Tablet,North,1743,385
4179,02/10/2023,Mouse,West,1810,634
4180,08/23/2023,Keyboard,South,1883,460
4181,06/22/2023,Laptop,East,547,114
4182,02/15/2023,Monitor,North,1811,546
4183,12/02/2023,Mouse,North,1380,535
4184,06/01/2023,Laptop,South,958,355
4185,09/26/2023,Mouse,South,814,263
4186,08/10/2023,Smartphone,East,891,229
4187,01/21/2023,Tablet,Central,1459,308
4188,06/20/2023,Laptop,West,529,68
4189,11/20/2023,Keyboard,North,1653,345
4190,07/20/2023,Printer,Central,995,261
4191,02/12/2023,Laptop,West,886,198
4192,09/26/2023,Smartphone,East,1638,331
4193,10/10/2023,Tablet,West,1609,446
4194,09/09/2023,Printer,West,868,239
4195,06/26/2023,Mouse,Central,1311,230
4196,05/29/2023,Tablet,West,769,108
4197,10/26/2023,Tablet,Central,1493,532
4198,07/04/2023,Laptop,East,1180,441
4199,07/11/2023,Keyboard,North,1110,258
4200,02/02/2023,Laptop,East,977,349
4201,11/23/2023,Monitor,East,851,287
4202,08/21/2023,Mouse,East,1177,313
4203,02/05/2023,Mouse,North,1187,439
4204,04/08/2023,Monitor,South,154,57
4205,08/19/2023,Monitor,West,789,206
4206,09/08/2023,Laptop,Central,139,53
4207,12/30/2023,Laptop,South,309,117
4208,01/07/2023,Printer,Central,802,146
4209,08/08/2023,Tablet,North,1724,222
4210,07/18/2023,Printer,Central,1702,663
4211,03/15/2023,Smartphone,Central,949,216
4212,01/22/2023,Smartphone,East,1885,527
4213,02/26/2023,Mouse,West,754,282
4214,10/14/2023,Printer,Central,1404,360
4215,12/30/2023,Laptop,East,1453,508
4216,01/17/2023,Monitor,South,666,100
4217,08/14/2023,Mouse,Central,702,275
4218,11/16/2023,Tablet,South,1320,276
4219,07/03/2023,Tablet,West,1293,380
4220,08/05/2023,Keyboard,Central,1040,192
4221,04/07/2023,Monitor,North,670,166
4222,07/02/2023,Laptop,Central,271,105
4223,11/09/2023,Printer,North,136,15
4224,10/11/2023,Keyboard,North,1559,451
4225,01/01/2023,Smartphone,South,223,25
4226,09/23/2023,Monitor,East,1326,413
4227,03/29/2023,Laptop,South,1672,320
4228,02/14/2023,Keyboard,South,1197,184
4229,07/05/2023,Tablet,South,1759,234
4230,01/05/2023,Laptop,East,740,114
4231,05/19/2023,Smartphone,South,1712,663
4232,05/24/2023,Keyboard,West,1399,319
4233,02/02/2023,Laptop,Central,1789,318
4234,02/24/2023,Mouse,East,1098,249
4235,06/06/2023,Mouse,North,720,275
4236,01/29/2023,Monitor,East,620,184
4237,08/13/2023,Monitor,North,359,102
4238,10/08/2023,Tablet,West,732,98
4239,07/02/2023,Monitor,North,1289,198
4240,07/31/2023,Monitor,North,510,183
4241,12/02/2023,Mouse,North,1967,428
4242,09/08/2023,Laptop,South,1490,368
4243,03/27/2023,Printer,West,1003,359
4244,03/27/2023,Laptop,Central,1957,510
4245,06/24/2023,Laptop,Central,1140,383
4246,02/21/2023,Keyboard,East,1122,383
4247,02/03/2023,Monitor,South,886,126
4248,11/11/2023,Tablet,South,1262,384
4249,03/26/2023,Laptop,Central,1442,169
4250,12/27/2023,Smartphone,East,50,19
4251,05/05/2023,Mouse,Central,195,22
4252,01/09/2023,Monitor,East,528,210
4253,07/24/2023,Laptop,South,1593,428
4254,04/20/2023,Mouse,Central,186,73
4255,07/04/2023,Mouse,South,280,93
4256,03/10/2023,Smartphone,West,1977,782
4257,04/02/2023,Monitor,Central,1829,337
4258,01/19/2023,Printer,East,1563,403
4259,04/16/2023,Smartphone,North,1589,230
4260,09/13/2023,Laptop,North,1905,455
4261,02/27/2023,Tablet,West,324,100
4262,04/04/2023,Monitor,Central,764,165
4263,09/02/2023,Laptop,Central,1440,473
4264,03/31/2023,Printer,South,550,172
4265,06/09/2023,Keyboard,North,1330,142
4266,08/24/2023,Mouse,North,296,54
4267,01/19/2023,Monitor,Central,1201,440
4268,08/11/2023,Tablet,East,1682,302
4269,01/07/2023,Monitor,West,217,42
4270,02/22/2023,Laptop,North,781,148
4271,08/30/2023,Tablet,West,763,224
4272,09/18/2023,Keyboard,Central,672,77
4273,03/06/2023,Tablet,North,1603,489
4274,10/02/2023,Smartphone,West,1587,192
4275,09/26/2023,Mouse,West,63,8
4276,08/18/2023,Keyboard,West,1582,362
4277,08/13/2023,Monitor,Central,476,146
4278,01/15/2023,Monitor,West,1464,180
4279,12/17/2023,Laptop,West,185,65
4280,09/14/2023,Smartphone,North,1476,381
4281,05/30/2023,Tablet,Central,1308,493
4282,12/01/2023,Mouse,North,1626,269
4283,01/07/2023,Printer,West,1111,147
4284,09/10/2023,Printer,Central,971,379
4285,10/10/2023,Keyboard,West,700,115
4286,11/23/2023,Laptop,Central,973,219
4287,12/17/2023,Monitor,Central,726,121
4288,10/19/2023,Laptop,North,1166,177
4289,04/30/2023,Smartphone,North,1323,236
4290,08/20/2023,Mouse,North,989,229
4291,05/29/2023,Laptop,East,1463,398
4292,12/08/2023,Monitor,North,477,83
4293,02/14/2023,Tablet,North,563,75
4294,08/10/2023,Tablet,North,1369,530
4295,06/19/2023,Mouse,East,1660,517
4296,09/05/2023,Tablet,South,1306,400
4297,09/12/2023,Printer,Central,1015,167
4298,05/05/2023,Laptop,West,989,158
4299,12/17/2023,Laptop,East,641,185
4300,06/02/2023,Mouse,East,1945,639
4301,02/12/2023,Tablet,Central,241,47
4302,01/05/2023,Laptop,West,1167,345
4303,01/25/2023,Monitor,North,1418,365
4304,04/14/2023,Mouse,North,1347,462
4305,10/10/2023,Printer,North,798,86
4306,01/22/2023,Laptop,South,1674,593
4307,11/28/2023,Keyboard,East,210,30
4308,08/08/2023,Laptop,North,1814,377
4309,07/07/2023,Monitor,West,737,90
4310,11/05/2023,Smartphone,Central,1662,198
4311,07/09/2023,Tablet,East,1112,198
4312,05/12/2023,Keyboard,Central,866,253
4313,08/10/2023,Smartphone,Central,933,307
4314,11/20/2023,Laptop,West,297,49
4315,08/12/2023,Monitor,West,1246,137
4316,05/18/2023,Tablet,West,211,48
4317,04/28/2023,Tablet,South,79,27
4318,11/09/2023,Tablet,West,1116,334
4319,05/23/2023,Smartphone,West,1480,521
4320,03/02/2023,Tablet,South,469,79
4321,10/02/2023,Tablet,Central,691,223
4322,04/27/2023,Tablet,Central,1075,345
4323,08/22/2023,Keyboard,Central,1261,414
4324,12/10/2023,Monitor,North,588,163
4325,05/03/2023,Laptop,South,1185,441
4326,05/10/2023,Laptop,West,78,10
4327,10/31/2023,Keyboard,East,686,240
4328,08/14/2023,Laptop,East,1185,398
4329,04/14/2023,Printer,South,832,169
4330,12/30/2023,Printer,East,1149,428
4331,06/25/2023,Mouse,West,1852,437
4332,04/01/2023,Printer,East,1691,591
4333,11/29/2023,Tablet,North,1227,347
4334,11/12/2023,Tablet,North,1463,253
4335,07/24/2023,Laptop,Central,555,182
4336,11/09/2023,Keyboard,North,1305,231
4337,06/14/2023,Mouse,East,519,107
4338,03/04/2023,Keyboard,South,1780,439
4339,08/17/2023,Monitor,East,363,92
4340,10/22/2023,Monitor,North,1273,441
4341,08/31/2023,Printer,North,897,342
4342,08/01/2023,Smartphone,West,244,78
4343,11/10/2023,Monitor,Central,821,245
4344,04/16/2023,Mouse,North,543,163
4345,01/25/2023,Tablet,South,606,105
4346,02/05/2023,Mouse,Central,1454,366
4347,07/13/2023,Monitor,West,605,227
4348,10/27/2023,Smartphone,West,814,214
4349,05/26/2023,Monitor,South,1950,277
4350,04/07/2023,Keyboard,North,961,222
4351,03/13/2023,Tablet,South,1603,348
4352,09/18/2023,Monitor,North,1170,280
4353,05/16/2023,Smartphone,East,455,175
4354,05/24/2023,Keyboard,North,1694,205
4355,03/05/2023,Mouse,South,1303,276
4356,12/24/2023,Monitor,North,1342,212
4357,10/03/2023,Tablet,East,1759,374
4358,11/23/2023,Laptop,East,621,188
4359,01/27/2023,Keyboard,East,627,126
4360,12/02/2023,Monitor,West,142,50
4361,05/21/2023,Mouse,Central,1278,259
4362,03/25/2023,Monitor,North,1397,222
4363,10/11/2023,Monitor,East,1825,520
4364,08/10/2023,Keyboard,South,953,291
4365,12/22/2023,Laptop,North,1847,447
4366,03/12/2023,Tablet,Central,1109,194
4367,04/26/2023,Monitor,West,1554,299
4368,02/04/2023,Keyboard,South,299,51
4369,04/01/2023,Tablet,South,401,148
4370,10/13/2023,Tablet,Central,705,244
4371,08/13/2023,Laptop,West,898,312
4372,10/11/2023,Monitor,South,1899,441
4373,04/19/2023,Printer,North,1349,417
4374,03/01/2023,Keyboard,East,1420,148
4375,04/16/2023,Smartphone,East,1708,222
4376,02/03/2023,Keyboard,West,725,142
4377,02/28/2023,Printer,Central,578,89
4378,06/03/2023,Printer,South,201,65
4379,01/21/2023,Tablet,Central,1208,198
4380,11/29/2023,Laptop,North,802,206
4381,04/01/2023,Tablet,East,1634,579
4382,05/11/2023,Tablet,South,1656,652
4383,09/26/2023,Laptop,West,722,268
4384,09/28/2023,Mouse,West,237,63
4385,09/18/2023,Mouse,South,1687,179
4386,05/24/2023,Mouse,South,1055,111
4387,12/05/2023,Keyboard,North,786,81
4388,11/11/2023,Keyboard,South,1692,186
4389,10/31/2023,Tablet,North,1363,143
4390,01/24/2023,Laptop,North,143,56
4391,02/23/2023,Laptop,South,207,54
4392,08/21/2023,Mouse,South,1392,496
4393,05/19/2023,Smartphone,North,714,176
4394,07/05/2023,Monitor,Central,104,35
4395,09/22/2023,Mouse,North,1889,670
4396,03/16/2023,Mouse,East,644,72
4397,05/02/2023,Monitor,Central,588,129
4398,08/13/2023,Tablet,North,245,83
4399,09/17/2023,Monitor,West,1123,150
4400,10/15/2023,Printer,North,439,73
4401,07/29/2023,Laptop,West,79,10
4402,09/18/2023,Printer,East,1788,628
4403,12/14/2023,Monitor,North,1094,197
4404,05/21/2023,Monitor,South,790,242
4405,04/04/2023,Smartphone,South,745,215
4406,07/06/2023,Laptop,Central,214,44
4407,10/30/2023,Tablet,East,1151,296
4408,02/24/2023,Tablet,Central,1562,314
4409,12/25/2023,Smartphone,East,474,105
4410,01/01/2023,Mouse,Central,1849,518
4411,01/21/2023,Printer,East,1685,633
4412,05/25/2023,Monitor,East,1180,435
4413,10/09/2023,Printer,South,1730,634
4414,03/28/2023,Printer,North,196,54
4415,09/19/2023,Laptop,Central,1106,131
4416,11/12/2023,Monitor,South,879,262
4417,08/12/2023,Tablet,Central,1496,177
4418,01/21/2023,Mouse,South,256,90
4419,06/24/2023,Monitor,Central,1327,171
4420,07/04/2023,Keyboard,East,1950,542
4421,07/26/2023,Keyboard,Central,689,228
4422,11/19/2023,Laptop,North,403,144
4423,09/20/2023,Laptop,South,374,81
4424,01/03/2023,Printer,Central,1571,383
4425,01/29/2023,Keyboard,Central,808,204
4426,09/27/2023,Tablet,West,1012,288
4427,05/05/2023,Keyboard,East,1741,228
4428,04/05/2023,Mouse,West,1503,342
4429,08/02/2023,Mouse,East,377,132
4430,07/02/2023,Tablet,West,849,254
4431,11/23/2023,Keyboard,North,905,206
4432,03/17/2023,Tablet,South,637,141
4433,06/08/2023,Keyboard,Central,1700,382
4434,04/06/2023,Keyboard,East,1463,436
4435,08/07/2023,Smartphone,Central,1004,175
4436,05/07/2023,Smartphone,South,1815,440
4437,04/09/2023,Keyboard,West,1094,330
4438,01/23/2023,Mouse,Central,874,340
4439,02/05/2023,Printer,West,562,79
4440,01/16/2023,Printer,West,347,53
4441,12/11/2023,Monitor,North,1879,203
4442,07/09/2023,Monitor,Central,1770,503
4443,12/05/2023,Mouse,East,525,154
4444,09/12/2023,Smartphone,South,126,27
4445,09/08/2023,Tablet,North,1885,692
4446,05/20/2023,Monitor,West,711,120
4447,06/20/2023,Laptop,Central,726,286
4448,11/30/2023,Smartphone,South,1113,349
4449,07/12/2023,Keyboard,West,144,53
4450,11/09/2023,Smartphone,Central,125,18
4451,05/07/2023,Mouse,South,638,243
4452,04/03/2023,Tablet,North,191,71
4453,08/17/2023,Monitor,South,473,124
4454,03/08/2023,Printer,South,1857,652
4455,04/18/2023,Keyboard,Central,1050,167
4456,05/04/2023,Smartphone,North,1310,400
4457,06/29/2023,Monitor,North,405,131
4458,08/03/2023,Keyboard,South,1983,628
4459,04/13/2023,Keyboard,West,1069,291
4460,02/06/2023,Smartphone,West,457,55
4461,03/04/2023,Keyboard,West,601,98
4462,02/08/2023,Monitor,West,88,23
4463,12/17/2023,Tablet,Central,169,67
4464,04/14/2023,Smartphone,West,1941,432
4465,12/19/2023,Tablet,West,471,186
4466,01/02/2023,Printer,East,570,137
4467,10/25/2023,Monitor,West,906,202
4468,11/24/2023,Printer,East,514,193
4469,03/12/2023,Keyboard,South,323,75
4470,09/09/2023,Laptop,South,1481,517
4471,08/03/2023,Mouse,North,673,202
4472,02/22/2023,Printer,East,1449,195
4473,10/22/2023,Tablet,Central,160,21
4474,10/07/2023,Smartphone,East,1701,209
4475,12/26/2023,Mouse,East,792,195
4476,01/22/2023,Monitor,Central,803,297
4477,05/13/2023,Smartphone,North,1304,482
4478,07/02/2023,Mouse,North,873,127
4479,03/18/2023,Tablet,South,523,131
4480,09/16/2023,Laptop,South,330,66
4481,01/01/2023,Tablet,South,212,72
4482,06/04/2023,Laptop,North,1800,491
4483,12/04/2023,Printer,Central,401,75
4484,02/23/2023,Printer,East,279,44
4485,11/21/2023,Smartphone,Central,877,114
4486,09/17/2023,Printer,West,1764,244
4487,04/18/2023,Laptop,South,510,152
4488,06/19/2023,Monitor,Central,749,138
4489,04/28/2023,Keyboard,Central,851,192
4490,01/13/2023,Laptop,South,265,44
4491,06/14/2023,Laptop,South,1972,784
4492,07/15/2023,Smartphone,North,677,163
4493,10/04/2023,Mouse,East,1058,409
4494,07/06/2023,Mouse,South,1173,252
4495,08/26/2023,Mouse,East,471,75
4496,07/25/2023,Smartphone,North,1291,152
4497,08/14/2023,Smartphone,Central,390,60
4498,01/08/2023,Printer,West,1907,533
4499,06/22/2023,Monitor,South,717,148
4500,01/21/2023,Printer,East,1270,241
4501,01/08/2023,Laptop,West,1331,443
4502,08/06/2023,Monitor,North,1775,465
4503,05/31/2023,Keyboard,East,779,214
4504,04/24/2023,Laptop,West,988,276
4505,06/30/2023,Mouse,South,1330,158
4506,08/29/2023,Keyboard,Central,1551,496
4507,04/27/2023,Laptop,North,309,73
4508,04/22/2023,Keyboard,North,553,133
4509,08/22/2023,Printer,East,672,191
4510,02/18/2023,Laptop,North,301,64
4511,08/24/2023,Monitor,South,120,38
4512,11/28/2023,Smartphone,East,640,101
4513,12/28/2023,Printer,North,1273,237
4514,09/21/2023,Printer,Central,1235,455
4515,01/28/2023,Keyboard,South,71,19
4516,10/19/2023,Monitor,South,1629,241
4517,02/22/2023,Mouse,North,1178,166
4518,12/23/2023,Tablet,West,1099,431
4519,04/18/2023,Tablet,North,1107,265
4520,05/19/2023,Keyboard,West,1508,354
4521,07/11/2023,Monitor,North,1759,662
4522,07/21/2023,Smartphone,Central,1461,471
4523,04/30/2023,Keyboard,South,967,356
4524,05/01/2023,Printer,South,609,154
4525,08/19/2023,Tablet,Central,739,145
4526,11/17/2023,Tablet,East,828,198
4527,06/20/2023,Mouse,South,926,290
4528,06/03/2023,Printer,North,1350,219
4529,03/27/2023,Printer,North,768,299
4530,05/03/2023,Printer,East,1740,328
4531,05/13/2023,Laptop,South,608,198
4532,04/25/2023,Keyboard,West,986,383
4533,07/17/2023,Monitor,Central,401,104
4534,09/29/2023,Printer,North,929,163
4535,06/08/2023,Laptop,Central,219,36
4536,03/12/2023,Laptop,West,1418,179
4537,02/05/2023,Keyboard,East,814,201
4538,04/18/2023,Mouse,West,909,181
4539,12/15/2023,Tablet,North,901,312
4540,11/01/2023,Laptop,East,893,253
4541,02/19/2023,Smartphone,Central,1217,285
4542,03/08/2023,Keyboard,West,1311,163
4543,01/29/2023,Keyboard,Central,1013,209
4544,01/06/2023,Laptop,West,500,76
4545,06/22/2023,Tablet,North,1491,227
4546,04/27/2023,Monitor,North,969,198
4547,11/14/2023,Mouse,South,1484,288
4548,01/10/2023,Smartphone,North,257,71
4549,03/09/2023,Smartphone,South,1308,364
4550,03/13/2023,Smartphone,South,1537,562
4551,03/26/2023,Smartphone,East,1617,188
4552,08/16/2023,Mouse,North,1300,423
4553,12/15/2023,Tablet,South,1451,411
4554,09/02/2023,Keyboard,Central,1729,534
4555,09/02/2023,Monitor,Central,480,182
4556,03/03/2023,Mouse,East,733,271
4557,11/28/2023,Smartphone,East,615,221
4558,05/04/2023,Mouse,West,1258,201
4559,07/15/2023,Tablet,South,1147,427
4560,02/21/2023,Keyboard,South,1478,436
4561,09/23/2023,Tablet,Central,1546,612
4562,05/28/2023,Smartphone,West,1731,654
4563,12/27/2023,Monitor,North,307,84
4564,05/23/2023,Printer,Central,364,106
4565,06/21/2023,Monitor,East,1615,271
4566,04/21/2023,Smartphone,West,1483,247
4567,12/18/2023,Keyboard,Central,1995,796
4568,01/23/2023,Laptop,South,1141,158
4569,11/15/2023,Monitor,North,862,125
4570,06/20/2023,Monitor,North,1867,497
4571,08/28/2023,Monitor,South,880,277
4572,03/14/2023,Laptop,Central,275,29
4573,12/15/2023,Printer,North,1809,661
4574,01/03/2023,Mouse,South,1553,182
4575,11/29/2023,Keyboard,North,315,89
4576,03/17/2023,Printer,Central,340,98
4577,08/30/2023,Keyboard,North,1425,380
4578,10/04/2023,Printer,South,1208,154
4579,09/07/2023,Monitor,East,621,192
4580,10/22/2023,Monitor,North,719,282
4581,03/04/2023,Mouse,North,330,112
4582,05/20/2023,Smartphone,North,1552,273
4583,07/28/2023,Keyboard,West,1049,411
4584,07/05/2023,Tablet,Central,144,39
4585,07/11/2023,Smartphone,North,261,33
4586,01/06/2023,Tablet,Central,973,356
4587,06/24/2023,Mouse,South,614,88
4588,04/11/2023,Monitor,Central,532,121
4589,01/21/2023,Monitor,North,532,138
4590,09/10/2023,Monitor,South,92,26
4591,08/11/2023,Keyboard,South,1937,556
4592,05/18/2023,Monitor,West,720,208
4593,09/07/2023,Monitor,West,1803,287
4594,07/25/2023,Keyboard,East,1092,318
4595,06/22/2023,Tablet,West,94,30
4596,04/03/2023,Smartphone,North,326,85
4597,12/26/2023,Smartphone,Central,711,220
4598,04/03/2023,Laptop,South,643,237
4599,02/10/2023,Printer,North,507,148
